time_period,time_identifier,geographic_level,country_code,country_name,region_name,region_code,old_la_code,la_name,new_la_code,pcon_code,pcon_name,phase_type_grouping,establishment_type,hospital_school,sen_provision,pupil_count
201617,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,,,State-funded alternative provision,Total,Total,"Education, health and care plan",1
201617,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,4
201617,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,,,State-funded nursery,Total,Total,Total,134
201617,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,,,State-funded nursery,Total,Total,"Education, health and care plan",2
201617,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,10
201617,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,,,State-funded primary,Total,Total,Total,14566
201617,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,,,State-funded primary,Total,Total,"Education, health and care plan",251
201617,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,1403
201617,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,,,State-funded secondary,Total,Total,Total,10025
201617,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,,,State-funded secondary,Total,Total,"Education, health and care plan",164
201617,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,558
201617,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,,,State-funded special school,Total,Total,Total,309
201617,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,,,State-funded special school,Total,Total,"Education, health and care plan",277
201617,Academic year,Local authority,E92000001,England,London,E12000007,314,Kingston upon Thames,E09000021,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,32
201617,Academic year,Local authority,E92000001,England,London,E12000007,208,Lambeth,E09000022,,,Independent school,Total,Total,Total,2416
201617,Academic year,Local authority,E92000001,England,London,E12000007,208,Lambeth,E09000022,,,Independent school,Total,Total,"Education, health and care plan",94
201617,Academic year,Local authority,E92000001,England,London,E12000007,208,Lambeth,E09000022,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,251
201617,Academic year,Local authority,E92000001,England,London,E12000007,208,Lambeth,E09000022,,,State-funded alternative provision,Total,Total,Total,130
201617,Academic year,Local authority,E92000001,England,London,E12000007,208,Lambeth,E09000022,,,State-funded alternative provision,Total,Total,"Education, health and care plan",14
201617,Academic year,Local authority,E92000001,England,London,E12000007,208,Lambeth,E09000022,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,56
201617,Academic year,Local authority,E92000001,England,London,E12000007,208,Lambeth,E09000022,,,State-funded nursery,Total,Total,Total,484
201617,Academic year,Local authority,E92000001,England,London,E12000007,208,Lambeth,E09000022,,,State-funded nursery,Total,Total,"Education, health and care plan",7
201617,Academic year,Local authority,E92000001,England,London,E12000007,208,Lambeth,E09000022,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,56
201617,Academic year,Local authority,E92000001,England,London,E12000007,208,Lambeth,E09000022,,,State-funded primary,Total,Total,Total,22253
201617,Academic year,Local authority,E92000001,England,London,E12000007,208,Lambeth,E09000022,,,State-funded primary,Total,Total,"Education, health and care plan",564
201617,Academic year,Local authority,E92000001,England,London,E12000007,208,Lambeth,E09000022,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,3058
201617,Academic year,Local authority,E92000001,England,London,E12000007,208,Lambeth,E09000022,,,State-funded secondary,Total,Total,Total,14563
201617,Academic year,Local authority,E92000001,England,London,E12000007,208,Lambeth,E09000022,,,State-funded secondary,Total,Total,"Education, health and care plan",385
201617,Academic year,Local authority,E92000001,England,London,E12000007,208,Lambeth,E09000022,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,2439
201617,Academic year,Local authority,E92000001,England,London,E12000007,208,Lambeth,E09000022,,,State-funded special school,Total,Total,Total,458
201617,Academic year,Local authority,E92000001,England,London,E12000007,208,Lambeth,E09000022,,,State-funded special school,Total,Total,"Education, health and care plan",458
201617,Academic year,Local authority,E92000001,England,London,E12000007,208,Lambeth,E09000022,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,0
201617,Academic year,Local authority,E92000001,England,London,E12000007,209,Lewisham,E09000023,,,Independent school,Total,Total,Total,1817
201617,Academic year,Local authority,E92000001,England,London,E12000007,209,Lewisham,E09000023,,,Independent school,Total,Total,"Education, health and care plan",5
201617,Academic year,Local authority,E92000001,England,London,E12000007,209,Lewisham,E09000023,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,116
201617,Academic year,Local authority,E92000001,England,London,E12000007,209,Lewisham,E09000023,,,State-funded alternative provision,Total,Total,Total,134
201617,Academic year,Local authority,E92000001,England,London,E12000007,209,Lewisham,E09000023,,,State-funded alternative provision,Total,Total,"Education, health and care plan",6
201617,Academic year,Local authority,E92000001,England,London,E12000007,209,Lewisham,E09000023,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,30
201617,Academic year,Local authority,E92000001,England,London,E12000007,209,Lewisham,E09000023,,,State-funded nursery,Total,Total,Total,266
201617,Academic year,Local authority,E92000001,England,London,E12000007,209,Lewisham,E09000023,,,State-funded nursery,Total,Total,"Education, health and care plan",1
201617,Academic year,Local authority,E92000001,England,London,E12000007,209,Lewisham,E09000023,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,26
201617,Academic year,Local authority,E92000001,England,London,E12000007,209,Lewisham,E09000023,,,State-funded primary,Total,Total,Total,25608
201617,Academic year,Local authority,E92000001,England,London,E12000007,209,Lewisham,E09000023,,,State-funded primary,Total,Total,"Education, health and care plan",384
201617,Academic year,Local authority,E92000001,England,London,E12000007,209,Lewisham,E09000023,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,3471
201617,Academic year,Local authority,E92000001,England,London,E12000007,209,Lewisham,E09000023,,,State-funded secondary,Total,Total,Total,14789
201617,Academic year,Local authority,E92000001,England,London,E12000007,209,Lewisham,E09000023,,,State-funded secondary,Total,Total,"Education, health and care plan",322
201617,Academic year,Local authority,E92000001,England,London,E12000007,209,Lewisham,E09000023,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,1845
201617,Academic year,Local authority,E92000001,England,London,E12000007,209,Lewisham,E09000023,,,State-funded special school,Total,Total,Total,569
201617,Academic year,Local authority,E92000001,England,London,E12000007,209,Lewisham,E09000023,,,State-funded special school,Total,Total,"Education, health and care plan",558
201617,Academic year,Local authority,E92000001,England,London,E12000007,209,Lewisham,E09000023,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,11
201617,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,,,Independent school,Total,Total,Total,4388
201617,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,,,Independent school,Total,Total,"Education, health and care plan",283
201617,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,300
201617,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,,,State-funded alternative provision,Total,Total,Total,66
201617,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,,,State-funded alternative provision,Total,Total,"Education, health and care plan",0
201617,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,20
201617,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,,,State-funded primary,Total,Total,Total,19578
201617,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,,,State-funded primary,Total,Total,"Education, health and care plan",338
201617,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,2543
201617,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,,,State-funded secondary,Total,Total,Total,8838
201617,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,,,State-funded secondary,Total,Total,"Education, health and care plan",216
201617,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,1045
201617,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,,,State-funded special school,Total,Total,Total,344
201617,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,,,State-funded special school,Total,Total,"Education, health and care plan",344
201617,Academic year,Local authority,E92000001,England,London,E12000007,315,Merton,E09000024,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,0
